Src	EqId	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ci	15228593	?	"Friday, October 12, 2012 09:13:23 UTC"	34.843	-116.95	2.7	10.9	?	"9km SE of Barstow	 California"
pr	12286000	?	"Friday, October 12, 2012 09:00:02 UTC"	18.097	-65.7506	2.8	9	?	"7km S of Punta Santiago	 Puerto Rico"
us	2012gqb7	?	"Friday, October 12, 2012 08:36:45 UTC"	-4.889	102.712	4.2	58.1	?	"114km SSW of Pagaralam	 Indonesia"
ak	10577974	?	"Friday, October 12, 2012 08:22:34 UTC"	51.5006	-178.1198	2.8	16.3	?	"42km S of Tanaga Volcano	 Alaska"
us	2012gqb6	?	"Friday, October 12, 2012 08:14:44 UTC"	3.992	126.631	4.3	25.7	?	"202km SE of Sarangani	 Philippines"
hv	60411881	?	"Friday, October 12, 2012 07:22:52 UTC"	19.3155	-155.4712	2.8	10.2	?	"12km N of Pahala	 Hawaii"
ak	10577961	?	"Friday, October 12, 2012 07:10:47 UTC"	51.4212	-177.0486	2.5	38.9	?	"57km SSW of Adak	 Alaska"
ak	10581470	?	"Friday, October 12, 2012 06:45:23 UTC"	50.4501	179.4524	2.5	3	?	"135km SW of Amatignak Island	 Alaska"
ak	10581467	?	"Friday, October 12, 2012 06:23:06 UTC"	52.909	-169.9819	2.6	6.6	?	"57km ENE of Yunaska Island	 Alaska"
ak	10581465	?	"Friday, October 12, 2012 06:02:58 UTC"	50.1744	179.1002	3	34.3	?	"175km SW of Amatignak Island	 Alaska"
ak	10581464	?	"Friday, October 12, 2012 05:51:07 UTC"	50.3714	179.3637	3.2	0.1	?	"146km SW of Amatignak Island	 Alaska"
us	2012gqb5	?	"Friday, October 12, 2012 05:49:28 UTC"	4.025	-82.581	4.5	10	?	"South of Panama"
us	b000d4vp	?	"Friday, October 12, 2012 04:57:19 UTC"	35.764	140.346	5.2	25.1	?	"3km SE of Narita	 Japan"
us	b000d4vi	?	"Friday, October 12, 2012 04:31:03 UTC"	1.619	-90.716	4.3	10	?	"263km N of Puerto Ayora	 Ecuador"
us	b000d4v5	?	"Friday, October 12, 2012 03:18:50 UTC"	28.337	138.671	4.4	512.7	?	"Bonin Islands	 Japan region"
us	b000d4uy	?	"Friday, October 12, 2012 02:34:59 UTC"	1.529	-90.732	4.4	10	?	"254km N of Puerto Ayora	 Ecuador"
us	b000d4uz	?	"Friday, October 12, 2012 01:34:49 UTC"	-4.868	133.817	4.6	10	?	"108km NNW of Dobo	 Indonesia"
us	b000d4un	?	"Friday, October 12, 2012 01:29:15 UTC"	-4.939	133.916	4.7	10	?	"97km NNW of Dobo	 Indonesia"
ak	10577875	?	"Friday, October 12, 2012 00:42:22 UTC"	54.6604	-161.039	2.5	20	?	"82km SSW of Sand Point	 Alaska"
us	b000d4u2	?	"Friday, October 12, 2012 00:31:28 UTC"	-4.893	134.027	6.6	13	?	"98km NNW of Dobo	 Indonesia"
us	b000d4tu	?	"Thursday, October 11, 2012 23:54:30 UTC"	34.108	73.698	4.6	26	?	"15km NNW of Bagh	 Pakistan"
us	b000d4t9	?	"Thursday, October 11, 2012 22:58:57 UTC"	-19.563	-64.064	4.6	602.3	?	"29km NNW of Monteagudo	 Bolivia"
us	b000d4s9	?	"Thursday, October 11, 2012 22:03:43 UTC"	-56.316	-25.71	5.1	21.3	?	"101km ENE of Visokoi Island	 "
us	2012gpcf	?	"Thursday, October 11, 2012 21:36:08 UTC"	-34.011	-72.483	4.2	42.8	?	"92km WSW of San Antonio	 Chile"
us	2012gpce	?	"Thursday, October 11, 2012 21:16:25 UTC"	7.705	-38.511	4.2	10	?	"Central Mid-Atlantic Ridge"
ak	10577525	?	"Thursday, October 11, 2012 19:19:36 UTC"	60.495	-147.2492	2.7	4.3	?	"82km W of Cordova	 Alaska"
us	b000d4jf	?	"Thursday, October 11, 2012 17:22:10 UTC"	-32.867	-70.401	5.5	81.8	?	"18km ESE of Los Andes	 Chile"
us	b000d4j5	?	"Thursday, October 11, 2012 17:07:53 UTC"	1.488	92.526	5.3	28.6	?	"Off the west coast of northern Sumatra"
pr	12285010	?	"Thursday, October 11, 2012 16:38:23 UTC"	18.0631	-68.5298	2.8	119	?	"35km SSE of Boca de Yuma	 Dominican Republic"
us	b000d4hv	?	"Thursday, October 11, 2012 15:13:18 UTC"	24.767	-110.162	4.4	12.7	?	"67km NNE of La Paz	 Mexico"
pr	12285007	?	"Thursday, October 11, 2012 12:57:58 UTC"	19.0774	-65.3715	3.1	46	?	"86km NNE of Luquillo	 Puerto Rico"
pr	12285011	?	"Thursday, October 11, 2012 11:18:46 UTC"	19.6422	-66.9517	3.2	81	?	"126km N of Isabela	 Puerto Rico"
pr	12285008	?	"Thursday, October 11, 2012 11:12:14 UTC"	19.1058	-64.1246	3	51	?	"92km NE of Road Town	 British Virgin Islands"
hv	60411521	?	"Thursday, October 11, 2012 10:44:06 UTC"	19.3815	-155.2805	2.6	3.2	?	"7km SW of Volcano	 Hawaii"
pr	12285006	?	"Thursday, October 11, 2012 09:17:37 UTC"	19.1877	-65.4247	3.2	30	?	"94km NNE of Vieques	 Puerto Rico"
pr	12285005	?	"Thursday, October 11, 2012 08:06:01 UTC"	19.707	-64.2689	3.4	35	?	"147km NNE of Road Town	 British Virgin Islands"
ak	10577292	?	"Thursday, October 11, 2012 07:28:43 UTC"	60.2233	-151.8309	2.7	35.3	?	"33km WSW of Cohoe	 Alaska"
pr	12285004	?	"Thursday, October 11, 2012 06:45:01 UTC"	18.8635	-65.2914	3.1	6	?	"62km N of Culebra	 Puerto Rico"
pr	12285003	?	"Thursday, October 11, 2012 06:19:19 UTC"	18.2126	-67.457	2.7	24	?	"25km WSW of Stella	 Puerto Rico"
us	b000d4du	?	"Thursday, October 11, 2012 05:47:11 UTC"	4.549	125.667	4.9	164.3	?	"97km SSE of Sarangani	 Philippines"
us	b000d4d8	?	"Thursday, October 11, 2012 04:38:25 UTC"	-34.0234	-72.2228	4.8	19.29	?	"73km SW of San Antonio	 Chile"
ak	10577259	?	"Thursday, October 11, 2012 04:26:46 UTC"	51.44	-178.1043	3.2	5.4	?	"49km S of Tanaga Volcano	 Alaska"
ci	15227969	?	"Thursday, October 11, 2012 04:03:26 UTC"	35.2138	-119.53	2.9	13.8	?	"9km NW of Ford City	 California"
us	b000d4cj	?	"Thursday, October 11, 2012 03:05:02 UTC"	-10.016	160.837	4.8	27.2	?	"116km SE of Honiara	 Solomon Islands"
us	b000d4cc	?	"Thursday, October 11, 2012 02:38:27 UTC"	-34.077	-72.268	4.7	1	?	"80km SW of San Antonio	 Chile"
nc	71857155	?	"Thursday, October 11, 2012 02:22:50 UTC"	36.5867	-121.1825	2.5	3.3	?	"22km NE of Soledad	 California"
pr	12285001	?	"Thursday, October 11, 2012 01:29:06 UTC"	17.7975	-66.1857	2.8	2	?	"17km S of Jobos	 Puerto Rico"
nc	71857075	?	"Thursday, October 11, 2012 01:06:11 UTC"	39.5518	-121.9918	2.5	24.6	?	"17km E of Willows	 California"
pr	12285000	?	"Thursday, October 11, 2012 00:24:43 UTC"	17.8558	-64.9095	2.6	30	?	"24km WNW of Christiansted	 U.S Virgin Islands"
us	b000d4a5	?	"Thursday, October 11, 2012 00:17:36 UTC"	-15.523	-75.074	4.3	28.6	?	"34km S of Minas de Marcona	 Peru"
ci	15227929	?	"Thursday, October 11, 2012 00:00:40 UTC"	35.2065	-119.5212	2.5	15.4	?	"8km NW of Ford City	 California"
pr	12284000	?	"Wednesday, October 10, 2012 23:12:50 UTC"	17.8565	-66.7549	2.5	6	?	"15km SSW of Tallaboa	 Puerto Rico"
uw	60462612	?	"Wednesday, October 10, 2012 23:09:29 UTC"	44.092	-121.3347	2.6	0	?	"4km NNW of Bend	 Oregon"
us	b000d492	?	"Wednesday, October 10, 2012 23:03:46 UTC"	-60.523	-26.434	4.8	35	?	"166km S of Bristol Island	 South Sandwich Islands"
ak	10578477	?	"Wednesday, October 10, 2012 22:51:28 UTC"	54.8048	-160.6405	2.5	13.2	?	"59km S of Sand Point	 Alaska"
us	b000d48p	?	"Wednesday, October 10, 2012 22:49:33 UTC"	-60.326	-26.573	5.4	35	?	"144km S of Bristol Island	 South Sandwich Islands"
uw	60462537	?	"Wednesday, October 10, 2012 21:13:23 UTC"	49.3482	-120.509	2.5	0	?	"12km S of Princeton	 Canada"
pr	12284001	?	"Wednesday, October 10, 2012 20:48:56 UTC"	19.7124	-64.4274	3.2	42	?	"144km N of Road Town	 British Virgin Islands"
us	b000d3w8	?	"Wednesday, October 10, 2012 16:56:33 UTC"	29.33	52.49	5.2	9	?	"29km WNW of Akbarabad	 Iran"
us	2012gnb6	?	"Wednesday, October 10, 2012 16:55:28 UTC"	37.168	142.132	4.3	32.4	?	"106km ESE of Namie	 Japan"
us	2012gnal	?	"Wednesday, October 10, 2012 16:37:03 UTC"	-26.163	-70.706	4	26.2	?	"69km WNW of Diego de Almagro	 Chile"
us	2012gnb7	?	"Wednesday, October 10, 2012 15:30:32 UTC"	-32.185	-178.825	4.2	35	?	"83km S of L'Esperance Rock	 New Zealand"
us	2012gnam	?	"Wednesday, October 10, 2012 15:29:32 UTC"	-6.478	153.729	4.8	35.5	?	"195km W of Panguna	 Papua New Guinea"
ak	10578452	?	"Wednesday, October 10, 2012 14:48:20 UTC"	52.3298	-170.5426	2.7	34.1	?	"35km SSE of Yunaska Island	 Alaska"
us	2012gnb5	?	"Wednesday, October 10, 2012 14:13:37 UTC"	-32.331	-179.371	4.5	10	?	"109km SSW of L'Esperance Rock	 New Zealand"
us	2012gnb4	?	"Wednesday, October 10, 2012 13:54:03 UTC"	-4.468	129.333	4.1	42.3	?	"124km SE of Saparua	 Indonesia"
ak	10576567	?	"Wednesday, October 10, 2012 13:06:46 UTC"	58.8075	-153.5917	2.5	10.6	?	"129km NNW of Kodiak Station	 Alaska"
us	b000d3t8	?	"Wednesday, October 10, 2012 12:41:46 UTC"	35.554	-97.366	2.9	4.2	?	"3km NNE of Spencer	 Oklahoma"
us	b000d3su	?	"Wednesday, October 10, 2012 12:19:44 UTC"	10.092	-85.483	5.3	26.4	?	"7km SSW of Nicoya	 Costa Rica"
us	b000d3s7	?	"Wednesday, October 10, 2012 11:38:59 UTC"	-3.545	139.161	4.9	35	?	"187km WSW of Abepura	 Indonesia"
nc	71856505	?	"Wednesday, October 10, 2012 11:20:47 UTC"	36.386	-120.9553	2.6	7.8	?	"24km NE of King City	 California"
us	b000d3q4	?	"Wednesday, October 10, 2012 09:04:39 UTC"	2.395	127.024	4.7	35	?	"132km NW of Tobelo	 Indonesia"
us	b000d3md	?	"Wednesday, October 10, 2012 06:14:41 UTC"	36.896	4.461	4.5	10.3	?	"17km NE of Arhribs	 Algeria"
us	b000d3l5	?	"Wednesday, October 10, 2012 04:19:28 UTC"	45.654	-73.229	3.9	9.9	?	"9km NNW of Beloeil	 Canada"
hv	60411201	?	"Wednesday, October 10, 2012 03:32:29 UTC"	19.4027	-155.2685	2.5	1.7	?	"4km SW of Volcano	 Hawaii"
us	b000d3js	?	"Wednesday, October 10, 2012 00:37:11 UTC"	36.243	71.296	4.5	97.7	?	"52km ENE of `Alaqahdari-ye Kiran wa Munjan	 Afghanistan"
nc	71856200	?	"Wednesday, October 10, 2012 00:19:08 UTC"	36.586	-121.1823	3.1	3.6	?	"22km NE of Soledad	 California"
us	2012gmaz	?	"Tuesday, October 09, 2012 22:53:25 UTC"	2.429	128.664	4.2	233.2	?	"106km NE of Tobelo	 Indonesia"
us	b000d3iv	?	"Tuesday, October 09, 2012 22:51:19 UTC"	-43.47	172.78	4.2	9	?	"13km ENE of Christchurch	 New Zealand"
us	b000d3fr	?	"Tuesday, October 09, 2012 22:14:24 UTC"	-59.827	-26.78	4.7	117.3	?	"89km S of Bristol Island	 South Sandwich Islands"
ak	10576281	?	"Tuesday, October 09, 2012 21:54:34 UTC"	51.4833	-178.1787	3.1	17	?	"44km S of Tanaga Volcano	 Alaska"
pr	12283005	?	"Tuesday, October 09, 2012 20:56:13 UTC"	18.7604	-65.1419	3.4	50	?	"51km NNW of Charlotte Amalie	 U.S. Virgin Islands"
us	b000d3bw	?	"Tuesday, October 09, 2012 20:49:36 UTC"	32.649	132.378	4.8	45.9	?	"45km SW of Sukumo	 Japan"
us	b000d3bt	?	"Tuesday, October 09, 2012 20:43:29 UTC"	28.707	143.798	4.9	36.5	?	"237km NE of Chichi-shima	 Japan"
pr	12283004	?	"Tuesday, October 09, 2012 19:18:44 UTC"	18.3764	-64.438	2.9	101	?	"19km ESE of Road Town	 British Virgin Islands"
us	c000d4st	?	"Tuesday, October 09, 2012 18:34:48 UTC"	-4.508	129.231	4.9	37.7	?	"122km SSE of Saparua	 Indonesia"
ak	10577699	?	"Tuesday, October 09, 2012 17:55:36 UTC"	52.1573	-171.5177	2.6	26.7	?	"40km SSW of Amukta Island	 Alaska"
ak	10576011	?	"Tuesday, October 09, 2012 17:24:35 UTC"	58.7727	-153.5095	2.7	5.7	?	"121km NNW of Kodiak Station	 Alaska"
pr	12283003	?	"Tuesday, October 09, 2012 17:21:39 UTC"	19.493	-64.3769	3.8	64	?	"121km NNE of Road Town	 British Virgin Islands"
us	2012gmar	?	"Tuesday, October 09, 2012 16:11:57 UTC"	20.7595	122.1845	4.3	158.2	?	"35km E of Itbayat	 Philippines"
pr	12283001	?	"Tuesday, October 09, 2012 16:06:49 UTC"	19.627	-64.3237	3.7	54	?	"137km NNE of Road Town	 British Virgin Islands"
us	2012gmaq	?	"Tuesday, October 09, 2012 15:50:54 UTC"	24.445	-109.406	4	10	?	"95km ENE of La Paz	 Mexico"
pr	12283002	?	"Tuesday, October 09, 2012 15:21:29 UTC"	19.5657	-64.4294	3.5	52	?	"128km N of Road Town	 British Virgin Islands"
us	2012gmcr	?	"Tuesday, October 09, 2012 15:01:21 UTC"	5.984	127.639	4.2	58.6	?	"167km ESE of Pondaguitan	 Philippines"
ak	10575952	?	"Tuesday, October 09, 2012 13:25:29 UTC"	51.6043	-178.0442	2.8	13.2	?	"31km SSE of Tanaga Volcano	 Alaska"
ci	15227017	?	"Tuesday, October 09, 2012 13:00:02 UTC"	33.7102	-117.3492	3.4	13.4	?	"5km NNW of Lake Elsinore	 California"
us	c000d4li	?	"Tuesday, October 09, 2012 12:32:04 UTC"	-61.033	153.96	6.6	10.2	?	"Balleny Islands region"
us	c000d4lf	?	"Tuesday, October 09, 2012 12:14:28 UTC"	-23.428	-179.854	4.5	596.6	?	"South of the Fiji Islands"
us	c000d4j3	?	"Tuesday, October 09, 2012 08:49:07 UTC"	36.083	-97.386	3.3	8.9	?	"19km NW of Langston	 Oklahoma"
us	c000d4ik	?	"Tuesday, October 09, 2012 07:57:49 UTC"	-2.654	139.314	4.9	24.8	?	"141km W of Abepura	 Indonesia"
us	2012gmcz	?	"Tuesday, October 09, 2012 07:50:15 UTC"	13.732	-91.18	4.1	61.4	?	"41km SSW of La Gomera	 Guatemala"
us	2012gmcy	?	"Tuesday, October 09, 2012 07:50:13 UTC"	-5.141	68.764	4.8	10	?	"Chagos Archipelago region"
us	c000d4ig	?	"Tuesday, October 09, 2012 07:49:51 UTC"	-2.714	139.212	5.6	20	?	"152km W of Abepura	 Indonesia"
us	c000d4i7	?	"Tuesday, October 09, 2012 07:14:59 UTC"	-2.728	139.102	5.1	43.9	?	"165km W of Abepura	 Indonesia"
ak	10575839	?	"Tuesday, October 09, 2012 06:35:30 UTC"	54.4532	-161.5783	2.7	16.8	?	"109km SE of Cold Bay	 Alaska"
ak	10575837	?	"Tuesday, October 09, 2012 06:22:26 UTC"	54.4555	-161.5929	3.2	16.9	?	"108km SE of Cold Bay	 Alaska"
ak	10575834	?	"Tuesday, October 09, 2012 06:15:33 UTC"	51.6188	-178.0266	2.8	13.2	?	"30km SSE of Tanaga Volcano	 Alaska"
ak	10577640	?	"Tuesday, October 09, 2012 06:02:21 UTC"	52.3534	-169.0491	2.9	29.4	?	"66km S of Nikolski	 Alaska"
ak	10575809	?	"Tuesday, October 09, 2012 04:55:44 UTC"	62.7874	-149.6001	3.4	70.8	?	"57km NNE of Talkeetna	 Alaska"
us	c000d4gi	?	"Tuesday, October 09, 2012 04:41:58 UTC"	4.856	96.544	4.6	54.2	?	"42km SSW of Bireun	 Indonesia"
us	c000d4g3	?	"Tuesday, October 09, 2012 03:30:35 UTC"	-29.414	-69.348	4.7	111.3	?	"108km NNW of San Jose de Jachal	 Argentina"
uw	60474191	?	"Tuesday, October 09, 2012 03:00:53 UTC"	47.1033	-121.1133	2.6	1.5	?	"16km SW of Cle Elum	 Washington"
ak	10575784	?	"Tuesday, October 09, 2012 02:04:55 UTC"	51.5193	-178.0798	2.7	12.8	?	"40km S of Tanaga Volcano	 Alaska"
ak	10577626	?	"Tuesday, October 09, 2012 00:44:11 UTC"	52.2203	-172.7803	2.6	60	?	"97km E of Atka	 Alaska"
us	2012gmac	?	"Tuesday, October 09, 2012 00:41:01 UTC"	35.37	27.72	4.2	21	?	"48km ESE of Karpathos	 Greece"
us	c000d4em	?	"Tuesday, October 09, 2012 00:30:20 UTC"	-20.818	-174.173	4.8	28.7	?	"98km NE of `Ohonua	 Tonga"
pr	12283000	?	"Tuesday, October 09, 2012 00:11:31 UTC"	18.95	-66.373	2.6	40	?	"53km N of Brenas	 Puerto Rico"
pr	12282002	?	"Monday, October 08, 2012 23:49:05 UTC"	19.3412	-68.1047	2.7	72	?	"89km NNE of Punta Cana	 Dominican Republic"
nc	71855385	?	"Monday, October 08, 2012 23:25:07 UTC"	36.2382	-120.8022	3	7.1	?	"29km E of King City	 California"
us	c000d4dd	?	"Monday, October 08, 2012 23:05:46 UTC"	-4.498	129.254	4.1	35	?	"122km SSE of Saparua	 Indonesia"
ak	10575623	?	"Monday, October 08, 2012 22:51:40 UTC"	51.6274	-178.0459	2.5	17.9	?	"29km SSE of Tanaga Volcano	 Alaska"
us	c000d4cp	?	"Monday, October 08, 2012 22:41:07 UTC"	33.394	-109.217	3.6	5	?	"37km NNE of Morenci	 Arizona"
us	c000d4cd	?	"Monday, October 08, 2012 22:26:10 UTC"	-4.569	129.276	5	43.9	?	"130km SSE of Saparua	 Indonesia"
nc	71855240	?	"Monday, October 08, 2012 19:33:52 UTC"	37.4542	-118.8398	2.7	8.6	?	"24km SSE of Mammoth Lakes	 California"
nc	71855235	?	"Monday, October 08, 2012 19:29:18 UTC"	40.5178	-122.2923	2.9	31	?	"6km SW of Palo Cedro	 California"
ak	10574096	?	"Monday, October 08, 2012 17:26:55 UTC"	51.2359	-178.0208	3	34	?	"72km S of Tanaga Volcano	 Alaska"
nc	71855125	?	"Monday, October 08, 2012 16:09:31 UTC"	38.2353	-122.1672	3.3	9.5	?	"3km SSW of Green Valley	 California"
us	2012glc1	?	"Monday, October 08, 2012 15:06:02 UTC"	31.398	104.094	4.1	37.9	?	"11km WNW of Jiannan	 China"
us	2012glcz	?	"Monday, October 08, 2012 14:57:13 UTC"	-21.564	169.718	4.3	119.9	?	"190km E of Tadine	 New Caledonia"
us	2012glat	?	"Monday, October 08, 2012 14:19:37 UTC"	-4.499	129.218	4.4	47.8	?	"120km SSE of Saparua	 Indonesia"
us	2012glcx	?	"Monday, October 08, 2012 13:18:29 UTC"	-8.66	116.096	4.2	47.9	?	"5km SW of Karangkebon Timur	 Indonesia"
us	2012glas	?	"Monday, October 08, 2012 13:10:27 UTC"	-4.54	129.294	4.5	46	?	"128km SSE of Saparua	 Indonesia"
us	2012glcw	?	"Monday, October 08, 2012 13:03:41 UTC"	-34.654	-73.639	4.2	13.8	?	"134km NW of Constitucion	 Chile"
ak	10578703	?	"Monday, October 08, 2012 12:37:37 UTC"	51.4565	-176.079	2.9	25.6	?	"61km SE of Adak	 Alaska"
us	c000d3t1	?	"Monday, October 08, 2012 12:20:52 UTC"	-4.48	129.225	4.8	34.9	?	"119km SSE of Saparua	 Indonesia"
us	c000d3sw	?	"Monday, October 08, 2012 12:18:47 UTC"	44.136	17.181	4.4	11.6	?	"17km SSE of Sipovo	 Bosnia and Herzegovina"
ak	10578702	?	"Monday, October 08, 2012 12:08:09 UTC"	52.7962	-172.9801	3	81.5	?	"106km NE of Atka	 Alaska"
us	c000d3sc	?	"Monday, October 08, 2012 12:00:54 UTC"	-4.5231	129.2715	4.9	61.27	?	"125km SSE of Saparua	 Indonesia"
us	c000d3rv	?	"Monday, October 08, 2012 11:43:35 UTC"	-4.442	129.165	6.1	34.7	?	"112km SSE of Saparua	 Indonesia"
ak	10573945	?	"Monday, October 08, 2012 10:34:21 UTC"	59.968	-153.4961	3.3	148	?	"71km SW of Redoubt Volcano	 Alaska"
us	c000d3pq	?	"Monday, October 08, 2012 08:25:56 UTC"	38.215	46.671	4.5	11	?	"36km ENE of Tabriz	 Iran"
ak	10573927	?	"Monday, October 08, 2012 07:59:35 UTC"	51.6284	-178.0915	2.9	17.9	?	"28km S of Tanaga Volcano	 Alaska"
ak	10573926	?	"Monday, October 08, 2012 07:55:29 UTC"	54.8298	-158.5821	2.9	24.8	?	"63km E of Chernabura Island	 Alaska"
ci	15226425	?	"Monday, October 08, 2012 06:28:07 UTC"	32.2528	-115.2483	2.9	14.2	?	"7km WNW of Alberto Oviedo Mota	 Mexico"
us	c000d3ne	?	"Monday, October 08, 2012 06:26:22 UTC"	25.125	-109.698	5.9	9.9	?	"83km SW of Topolobampo	 Mexico"
ci	15226417	?	"Monday, October 08, 2012 06:07:10 UTC"	32.2175	-115.2278	3.4	19.2	?	"5km WSW of Alberto Oviedo Mota	 Mexico"
ak	10578680	?	"Monday, October 08, 2012 03:53:43 UTC"	54.3878	-162.4559	2.5	35.8	?	"80km SE of False Pass	 Alaska"
us	c000d3lv	?	"Monday, October 08, 2012 02:54:13 UTC"	-21.804	-68.574	4.1	130.9	?	"82km NNE of Calama	 Chile"
us	c000d3lf	?	"Monday, October 08, 2012 01:50:26 UTC"	-21.725	-68.165	5.7	122	?	"114km NE of Calama	 Chile"
us	2012glai	?	"Monday, October 08, 2012 01:41:34 UTC"	-32.311	-71.769	4.1	10.6	?	"52km WNW of La Ligua	 Chile"
us	c000d3lb	?	"Monday, October 08, 2012 01:25:43 UTC"	-21.252	-177.975	4.5	456.9	?	"100km SE of Ndoi Island	 Fiji"
pr	12282000	?	"Monday, October 08, 2012 01:05:10 UTC"	19.573	-64.4172	3.4	12	?	"129km N of Road Town	 British Virgin Islands"
ci	15226257	?	"Monday, October 08, 2012 00:39:08 UTC"	33.0123	-116.3115	4.2	11.4	?	"27km SSE of Borrego Springs	 California"
us	2012glbc	?	"Monday, October 08, 2012 00:23:59 UTC"	15.423	-88.737	4	35	?	"10km SE of Morales	 Guatemala"
pr	12281021	?	"Sunday, October 07, 2012 23:48:19 UTC"	19.0827	-64.7634	2.9	37	?	"75km NNW of Road Town	 British Virgin Islands"
pr	12281020	?	"Sunday, October 07, 2012 23:34:07 UTC"	19.0848	-64.7975	3	19	?	"76km NNW of Road Town	 British Virgin Islands"
pr	12281022	?	"Sunday, October 07, 2012 23:31:09 UTC"	18.962	-64.6949	3.3	52	?	"60km N of Road Town	 British Virgin Islands"
us	2012gkbv	?	"Sunday, October 07, 2012 23:26:52 UTC"	1.632	126.571	4.5	10	?	"129km NW of Kota Ternate	 Indonesia"
ak	10573806	?	"Sunday, October 07, 2012 23:14:56 UTC"	59.7796	-152.0434	2.8	67.9	?	"11km W of Anchor Point	 Alaska"
uw	60473716	?	"Sunday, October 07, 2012 21:10:23 UTC"	49.4013	-120.5033	2.6	0	?	"6km S of Princeton	 Canada"
pr	12281018	?	"Sunday, October 07, 2012 21:03:59 UTC"	18.42	-64.8789	2.7	83	?	"10km NNE of Charlotte Amalie	 U.S. Virgin Islands"
pr	12281017	?	"Sunday, October 07, 2012 16:53:10 UTC"	19.6002	-64.442	3.4	47	?	"132km N of Road Town	 British Virgin Islands"
us	2012gkcw	?	"Sunday, October 07, 2012 16:50:55 UTC"	36.39	141.699	4.4	40.7	?	"95km ESE of Kitaibaraki	 Japan"
us	2012gkct	?	"Sunday, October 07, 2012 13:53:12 UTC"	39.964	140.432	4.5	37.1	?	"29km S of Takanosu	 Japan"
us	2012gkcs	?	"Sunday, October 07, 2012 13:45:32 UTC"	-34.511	-179.514	4.2	10	?	"South of the Kermadec Islands"
pr	12281014	?	"Sunday, October 07, 2012 12:59:21 UTC"	19.1553	-64.6039	3.1	82	?	"81km N of Road Town	 British Virgin Islands"
pr	12281013	?	"Sunday, October 07, 2012 12:44:53 UTC"	18.1455	-64.599	3	3	?	"30km S of Road Town	 British Virgin Islands"
pr	12281016	?	"Sunday, October 07, 2012 12:12:05 UTC"	19.0928	-65.8585	3	13	?	"73km N of Loiza	 Puerto Rico"
pr	12281015	?	"Sunday, October 07, 2012 12:01:33 UTC"	18.978	-64.1082	2.9	39	?	"82km NE of Road Town	 British Virgin Islands"
us	c000d3ex	?	"Sunday, October 07, 2012 11:42:47 UTC"	40.747	48.437	5.4	17.4	?	"3km ESE of Basqal	 Azerbaijan"
us	c000d3ev	?	"Sunday, October 07, 2012 11:34:14 UTC"	-7.436	124.931	4.5	383.4	?	"142km NNW of Dili	 East Timor"
pr	12281012	?	"Sunday, October 07, 2012 11:19:36 UTC"	19.6583	-64.3516	3.2	47	?	"140km NNE of Road Town	 British Virgin Islands"
us	c000d3eq	?	"Sunday, October 07, 2012 11:08:55 UTC"	-3.203	135.133	4.2	35	?	"42km WNW of Nabire	 Indonesia"
pr	12281011	?	"Sunday, October 07, 2012 11:06:20 UTC"	19.9256	-64.301	3.3	49	?	"170km N of Road Town	 British Virgin Islands"
ak	10573660	?	"Sunday, October 07, 2012 10:17:14 UTC"	58.9181	-154.327	2.8	131	?	"98km SSE of Old Iliamna	 Alaska"
ak	10573648	?	"Sunday, October 07, 2012 09:35:13 UTC"	53.7287	-163.9029	2.7	25	?	"128km SSW of False Pass	 Alaska"
ak	10573646	?	"Sunday, October 07, 2012 09:31:14 UTC"	51.6128	-178.0682	2.6	15.3	?	"30km S of Tanaga Volcano	 Alaska"
us	c000d3dz	?	"Sunday, October 07, 2012 09:16:49 UTC"	12.416	-89.229	4.5	35	?	"119km S of La Libertad	 El Salvador"
ak	10573628	?	"Sunday, October 07, 2012 08:41:47 UTC"	52.6195	-166.8278	2.6	9.2	?	"140km S of Unalaska	 Alaska"
us	c000d3dr	?	"Sunday, October 07, 2012 08:36:32 UTC"	-5.528	151.744	5.3	38.5	?	"142km SSW of Kokopo	 Papua New Guinea"
pr	12281009	?	"Sunday, October 07, 2012 08:34:03 UTC"	18.8994	-64.9736	2.9	19	?	"61km N of Charlotte Amalie	 U.S. Virgin Islands"
pr	12281005	?	"Sunday, October 07, 2012 07:49:30 UTC"	18.0149	-68.5615	3.6	97	?	"40km S of Boca de Yuma	 Dominican Republic"
pr	12281007	?	"Sunday, October 07, 2012 07:44:51 UTC"	19.7863	-64.2806	3.1	30	?	"155km NNE of Road Town	 British Virgin Islands"
pr	12281006	?	"Sunday, October 07, 2012 07:41:25 UTC"	18.5625	-64.1043	2.7	24	?	"56km ENE of Road Town	 British Virgin Islands"
pr	12281008	?	"Sunday, October 07, 2012 07:39:36 UTC"	17.5433	-68.57	3.1	37	?	"92km S of Boca de Yuma	 Dominican Republic"
us	c000d3df	?	"Sunday, October 07, 2012 07:38:45 UTC"	-15.439	-172.044	4.8	10	?	"161km SSW of Matavai	 Samoa"
us	c000d3d8	?	"Sunday, October 07, 2012 07:00:56 UTC"	9.808	-85	4.4	25.6	?	"7km W of Paquera	 Costa Rica"
pr	12281004	?	"Sunday, October 07, 2012 06:10:09 UTC"	18.8897	-65.2485	3.2	13	?	"65km N of Culebra	 Puerto Rico"
